district,state,lat,lon,population,urbanity,fp_unmet_pct,institutional_birth_pct,csection_pct,anaemia_pct
Tenali,"Guntur District, Andhra Pradesh",16.24343,80.64784,null,null,null,null,null,null
Belsingha,West Bengal,22.66098,87.73518,null,null,null,null,null,null
Pudukkottai,Tamil Nadu,10.38677,78.81747,null,null,12.2,100.0,41.2,62.5
Thiruporur,Tamil Nadu,11.66813,78.14285,null,null,null,null,null,null
Sakchi,Jharkhand,23.36826,85.33987,null,null,null,null,null,null
Balachaur,Punjab,31.07747,76.28431,null,null,null,null,null,null
Muvattupuzha,"Ernakulam District, Kerala",9.94481,76.69565,null,null,null,null,null,null
Bodwad,Maharashtra,21.00478,75.55696,null,null,null,null,null,null
Burhanpur,Madhya Pradesh,21.30705,76.23055,null,null,6.8,90.7,14.0,57.3
Lakhipur,Assam,26.03459,90.3018,null,null,null,null,null,null
Chakdah,Nadia,23.07576,88.53062,null,null,null,null,null,null
Allahpur,Uttar Pradesh,25.45373,81.86987,null,null,null,null,null,null
Dausa,Rajasthan,25.10407,76.50375,null,null,5.2,98.2,8.8,60.3
Kasia,Kushinagar,26.75202,83.92879,null,null,null,null,null,null
Tirukkoyilur,Tamil Nadu,10.4393,77.95358,null,null,null,null,null,null
Khagaria,Bihar,25.03535,84.4015,null,null,15.4,74.2,4.4,59.5
Vallioor,Tamil Nadu,8.39825,77.61552,null,null,null,null,null,null
Debra,Paschim Medinipur,23.04852,88.82581,null,null,null,null,null,null
Vennala,Kerala,9.9945,76.31514,null,null,null,null,null,null
Almora,Almora,29.59818,79.65938,null,null,null,null,null,null
Kovalam,Thiruvananthapuram,8.35251,77.03566,null,null,null,null,null,null
Tapa,Punjab,30.30127,75.37175,null,null,null,null,null,null
Kollegala,Karnataka,16.2066,77.35722,null,null,null,null,null,null
Rishra,West Bengal,22.75362,88.33958,null,null,null,null,null,null
Habra,West Bengal,22.84343,88.65472,null,null,null,null,null,null
Cannanore,Kerala,11.87409,75.37566,null,null,null,null,null,null
Velachery,Tamil Nadu,12.97881,80.21788,null,null,null,null,null,null
Banswara,Rajasthan,23.55467,74.43738,null,null,8.1,97.7,6.4,52.8
Borivali West,Maharashtra,19.13153,72.86897,null,null,null,null,null,null
Karunagappally,Kerala,9.4103,76.35062,null,null,null,null,null,null
Ratangarh,Rajasthan,28.06877,74.61903,null,null,null,null,null,null
Amta,West Bengal,22.83733,88.36927,null,null,null,null,null,null
Koppa,Karnataka,13.53553,75.36592,null,null,null,null,null,null
Mansa,Punjab,30.01011,75.39354,null,null,7.2,88.8,30.3,60.4
Matigara,West Bengal,26.71524,88.3712,null,null,null,null,null,null
Chandrakona,West Bengal,22.72157,87.50869,null,null,null,null,null,null
Godhavi,Gujarat,22.99804,72.62587,null,null,null,null,null,null
Virar,Palghar,19.44679,72.81433,null,null,null,null,null,null
Rau,Madhya Pradesh,26.20529,78.14905,null,null,null,null,null,null
Amroha,Uttar Pradesh,28.8984,78.47462,null,null,null,null,null,null
Chandigarh,Chandigarh (ut),30.73268,76.7984,null,null,null,null,null,null
Murud,Maharashtra,19.56711,73.1069,null,null,null,null,null,null
Channapatna,Karnataka,12.99089,77.45396,null,null,null,null,null,null
Vadodara,Panchvati,22.3169,73.12839,null,null,null,null,null,null
Kokrajhar,Assam,24.7449,92.34999,null,null,10.0,81.9,12.0,59.5
Daman,Daman And Diu,20.0,77.0,null,null,null,null,null,null
Himatnagar,Gujarat,23.59252,72.96051,null,null,null,null,null,null
Gozaria,Mehsana,23.47936,72.5636,null,null,null,null,null,null
Dehu Road,Maharashtra,18.67125,73.73155,null,null,null,null,null,null
Sanaswadi,Maharashtra,18.66895,74.10338,null,null,null,null,null,null
Garkheda,Maharashtra,19.22745,73.10345,null,null,null,null,null,null
Saidpur,Bihar,25.60985,85.18279,null,null,null,null,null,null
Pokhari Nagnath,Chamoli,30.88198,78.08841,null,null,null,null,null,null
Tiruchengode,Tamil Nadu,11.37857,77.88993,null,null,null,null,null,null
Yerragudi,Karnataka,13.21582,77.30101,null,null,null,null,null,null
Chiplun,Maharashtra,17.52061,73.51116,null,null,null,null,null,null
Dhariwal,Punjab,31.9542,75.3192,null,null,null,null,null,null
Jodhpur City,Rajasthan,26.28301,73.03156,null,null,null,null,null,null
Kandivali East,Maharashtra,19.20843,72.87033,null,null,null,null,null,null
Badlapur East,Maharashtra,19.17533,73.23027,null,null,null,null,null,null
Nizampura,Gujarat,22.32887,73.18224,null,null,null,null,null,null
Balodabazar,Chhattisgarh,21.65869,82.14391,null,null,null,null,null,null
Dhubri,Assam,26.03131,89.96805,null,null,11.5,64.2,6.9,63.2
Barpeta Road,Assam,26.41632,90.98402,null,null,null,null,null,null
Robertsganj,Uttar Pradesh,24.68877,83.06455,null,null,null,null,null,null
Makhiyala,Gujarat,21.51028,70.46815,null,null,null,null,null,null
Barshi,Maharashtra,18.22915,75.68411,null,null,null,null,null,null
Amtala,24pgs (s),22.36994,88.27179,null,null,null,null,null,null
Sagwara,Rajasthan,23.66381,74.01111,null,null,null,null,null,null
