district,state,lat,lon,population,urbanity,fp_unmet_pct,institutional_birth_pct,csection_pct,anaemia_pct
Hospet,Karnataka,15.30663,75.96301,null,null,null,null,null,null
Mira Road,Mumbai,19.2817,72.86064,null,null,null,null,null,null
Urapakkam,Tamil Nadu,12.86829,80.08279,null,null,null,null,null,null
Mandaudih,Uttar Pradesh,25.29934,82.96938,null,null,null,null,null,null
Navsari,Maharashtra,20.94871,72.91615,null,null,null,null,null,null
Bhayandar (w),Maharashtra,19.29959,72.84891,null,null,null,null,null,null
Arookutty,Kerala,9.91795,76.27522,null,null,null,null,null,null
Meerut City,Uttar Pradesh,28.99735,77.7049,null,null,null,null,null,null
Mulanthuruthy,Kerala,9.96744,76.30125,null,null,null,null,null,null
Kollengode,Kerala,10.61292,76.69864,null,null,null,null,null,null
Kamothe,Navi Mumbai,19.03405,73.02309,null,null,null,null,null,null
Godda,Jharkhand,24.83441,87.21701,null,null,11.3,70.2,4.7,66.3
Kanhangad,Kasaragod,12.3253,75.08907,null,null,null,null,null,null
Kakori,Uttar Pradesh,26.04924,83.16996,null,null,null,null,null,null
Morigaon,Assam,26.2521,92.35448,null,null,6.5,88.3,12.3,64.2
Jagdalpur,Chhattisgarh,19.08742,82.01181,null,null,null,null,null,null
Budgam,Jammu And Kashmir,34.03633,74.73545,null,null,null,null,null,null
Orai,Uttar Pradesh,25.98798,79.45083,null,null,null,null,null,null
Sangarwa,Rajasthan,25.156,75.83107,null,null,null,null,null,null
Delhi,East Delhi,28.65262,77.30318,null,null,null,null,null,null
Nawada,Bihar,24.91491,85.53639,null,null,6.5,79.9,12.4,70.4
Thiruvannamalai,Tamil Nadu,12.27398,79.07835,null,null,null,null,null,null
Varanasi,Uttar Prades H,25.3017,82.97633,null,null,null,null,null,null
Murgod,Karnataka,17.30012,76.80988,null,null,null,null,null,null
Tohana,Haryana,29.70886,75.90329,null,null,null,null,null,null
Raebareli,Uttar Pradesh,26.06889,83.05392,null,null,null,null,null,null
Sihor,Gujarat,21.71509,71.95731,null,null,null,null,null,null
Villupuram,Tamil Nadu,10.4594,78.45768,null,null,null,null,null,null
Jaggayyapeta,Krishna,18.45043,83.64996,null,null,null,null,null,null
Tanuku,Andhra Pradesh,16.78783,80.85411,null,null,null,null,null,null
Trivandrum City,Kerala,8.53023,76.95694,null,null,null,null,null,null
Chakia,Bihar,26.41531,85.06277,null,null,null,null,null,null
Tumkur,Karnataka,13.63494,77.18969,null,null,5.3,100.0,52.1,49.3
Mohali,Punjab,30.73473,76.46992,null,null,null,null,null,null
Jaipur,Rajasthan,26.82809,75.72271,null,null,5.4,97.3,18.0,54.1
Kolenchery,Kerala,9.39334,76.57868,null,null,null,null,null,null
Varanasi,Uttar Pradesh,25.82462,82.25006,null,null,8.7,95.2,23.0,37.6
Cuttack,Odisha,20.52921,85.83215,null,null,3.7,98.9,34.6,64.5
Palanpur,Gujarat,24.07172,72.01619,null,null,null,null,null,null
Amravati,Maharashtra,20.87462,77.6857,null,null,null,null,null,null
Madha,Maharashtra,19.375,74.38078,null,null,null,null,null,null
Kattankulathur,Tamil Nadu,11.83966,79.37498,null,null,null,null,null,null
Kapadvanj,Gujarat,23.58929,72.95708,null,null,null,null,null,null
Dhanbad,Jharkhand,23.78064,86.37197,null,null,9.7,78.8,21.9,63.8
Rishikesh,Uttarakhand,30.10751,78.29748,null,null,null,null,null,null
Aligarh,Uttar Pradesh,28.12045,78.14943,null,null,6.4,82.6,18.7,56.5
Nadiad,Gujarat,22.57216,72.49729,null,null,null,null,null,null
Shirol,Kolhapur,19.11324,73.97346,null,null,null,null,null,null
Ganapathy,Tamil Nadu,11.04422,76.98555,null,null,null,null,null,null
Thrissur,Kerala,10.4388,76.24,null,null,10.9,100.0,45.7,44.4
Faridkot,Punjab,30.92476,74.77793,null,null,15.7,94.3,26.0,63.2
Gurgaon,Delhi,28.45804,77.06346,null,null,null,null,null,null
Gurdaspur,Punjab,31.46848,75.23159,null,null,15.4,92.4,47.6,55.2
Agra,Uttar Pradesh,27.06236,78.52605,null,null,9.0,89.1,18.8,59.4
Rewa,Madhya Pradesh,24.86217,80.67812,null,null,8.8,80.4,9.7,61.7
Mangalore,Karnataka,13.00607,74.91486,null,null,null,null,null,null
Amethi,Uttar Pradesh,27.82602,79.88356,null,null,19.9,90.8,11.1,46.1
Ujjain,Madhya Pradesh,23.17122,76.05875,null,null,6.4,97.1,14.8,54.5
Kuruda,Odisha,21.47167,86.89078,null,null,null,null,null,null
Thalassery,Kerala,10.69867,76.03757,null,null,null,null,null,null
Pathankot,Punjab,32.26939,75.66153,null,null,10.5,94.8,52.9,55.0
Bissamcuttack,Odisha,19.51688,83.50648,null,null,null,null,null,null
Kanjirapally,Kerala,9.55807,76.81378,null,null,null,null,null,null
Dhar,Madhya Pradesh,21.89874,77.89444,null,null,4.8,95.5,13.2,50.2
Ghansoli,Maharashtra,18.7417,73.77657,null,null,null,null,null,null
Jhajjar,Haryana,28.74594,76.62959,null,null,4.6,97.2,21.3,60.1
Banga,Punjab,30.8837,75.83521,null,null,null,null,null,null
Mangalore,Dakshin Kannad,12.8704,74.85233,null,null,null,null,null,null
Tiuni,Uttarakhand,30.31288,78.05521,null,null,null,null,null,null
Kadapa,Andhra Pradesh,15.8345,80.38166,null,null,null,null,null,null
Bardhaman,West Bengal,23.27997,87.53639,null,null,null,null,null,null
Bhusawal,Maharashtra,20.19239,75.75462,null,null,null,null,null,null
Coimbatore North,Tamil Nadu,11.02647,76.9476,null,null,null,null,null,null
Sawai Madhopur,Rajasthan,25.95294,76.42252,null,null,11.5,97.4,10.4,57.5
Sodepur,West Bengal,22.58813,88.2989,null,null,null,null,null,null
Deoria,Uttar Pradesh,26.7162,83.02075,null,null,20.4,93.4,12.7,33.8
Purba Bardhaman,West Bengal,23.24946,87.86111,null,null,null,null,null,null
Tura,Meghalaya,25.5184,90.2187,null,null,null,null,null,null
Kannur,Kerala,11.879,75.36773,null,null,12.7,100.0,39.7,39.7
Jamshedpur,East Singhbhum,22.83795,86.23079,null,null,null,null,null,null
Nazareth,Tamil Nadu,8.55853,77.97029,null,null,null,null,null,null
Sriganganagar,Rajasthan,29.91843,73.88405,null,null,null,null,null,null
Dewas,Madhya Pradesh,23.83893,78.89653,null,null,7.7,92.2,13.5,51.3
Kandivali West,Maharashtra,19.15514,72.83228,null,null,null,null,null,null
Cochin,Kerala,10.0055,76.30196,null,null,null,null,null,null
Kengeri,Karnataka,16.55756,74.53273,null,null,null,null,null,null
Margao,South Goa,15.27376,73.95663,null,null,null,null,null,null
Gaya,Bihar,25.28412,84.02986,null,null,5.9,76.6,14.4,64.3
Raikot,Punjab,26.55323,73.40891,null,null,null,null,null,null
Kaithal,Haryana,29.77964,76.53113,null,null,4.8,98.2,24.9,61.5
Hanamkonda,Telangana,17.99559,79.56833,null,null,null,null,null,null
Bhuj,Kachchh,23.20846,69.64636,null,null,null,null,null,null
Limbasi,Gujarat,21.12072,70.11673,null,null,null,null,null,null
Jangipara,West Bengal,22.64062,88.20334,null,null,null,null,null,null
Chakkarpur,Haryana,28.49514,77.10678,null,null,null,null,null,null
Hilsa,Bihar,25.3115,85.27884,null,null,null,null,null,null
Godhra,Gujarat,22.98753,72.38901,null,null,null,null,null,null
Vemagal,Karnataka,12.27963,76.62538,null,null,null,null,null,null
Vasai-virar,Maharashtra,19.36881,72.81853,null,null,null,null,null,null
Hazaribagh,Jharkhand,27.15252,88.33419,null,null,11.5,82.0,14.7,56.1
Nanganallur,Tamil Nadu,12.98312,80.1916,null,null,null,null,null,null
Chakan,Pune,18.75479,73.90942,null,null,null,null,null,null
Uttarpara,Hoogly,22.70113,88.51068,null,null,null,null,null,null
Hoshiarpur,Punjab Region,31.53291,75.91838,null,null,null,null,null,null
Una,Himachal Pradesh,31.46621,76.26913,null,null,15.8,89.7,39.1,60.8
Amritsar,Punjab Region,31.64058,74.87244,null,null,null,null,null,null
Yamuna Vihar,Delhi,28.70173,77.27887,null,null,null,null,null,null
Shirdi,Maharashtra,19.7534,74.47723,null,null,null,null,null,null
Krishnanagar,West Bengal,23.40293,88.49042,null,null,null,null,null,null
Bettiah,Bihar,25.69135,85.20725,null,null,null,null,null,null
Barmer,Rajasthan,25.74194,71.39674,null,null,5.1,93.3,4.9,49.4
Phagwara,Punjab,31.22811,75.75019,null,null,null,null,null,null
Naroda,Gujarat,23.06193,72.64375,null,null,null,null,null,null
Kundapura,Karnataka,13.1328,77.35766,null,null,null,null,null,null
Laheriasarai,Darbhanga,26.16271,85.89751,null,null,null,null,null,null
Moolamattom,Idukki,9.79932,76.84583,null,null,null,null,null,null
Ambattur,Chennai,13.12107,80.14976,null,null,null,null,null,null
Medchal,Hyderabad,16.59408,78.55225,null,null,null,null,null,null
Rangia,Assam,26.04445,92.52686,null,null,null,null,null,null
Noida,Delhi,28.5896,77.31108,null,null,null,null,null,null
Tamluk,West Bengal,22.28081,87.92074,null,null,null,null,null,null
Pala,Kerala,10.70815,76.23743,null,null,null,null,null,null
Gangapur City,Rajasthan,25.76079,75.31021,null,null,null,null,null,null
Shilphata,Maharashtra,19.1452,73.0452,null,null,null,null,null,null
Mettupalayam,Tamil Nadu,11.16205,76.97688,null,null,null,null,null,null
Nedumangad,Kerala,9.28034,76.45848,null,null,null,null,null,null
Chikodi,Karnataka,17.33319,76.82944,null,null,null,null,null,null
Jalandhar Cantt,Punjab,31.31093,75.62964,null,null,null,null,null,null
Panjim,Goa,15.49637,73.82884,null,null,null,null,null,null
Pedgaon,Maharashtra,19.29934,76.66499,null,null,null,null,null,null
Cherpu,Kerala,10.44228,76.21004,null,null,null,null,null,null
Bagdogra,West Bengal,26.69892,88.30856,null,null,null,null,null,null
Mairwa,Bihar,25.75595,86.02771,null,null,null,null,null,null
Dumka,Jharkhand,23.33125,85.31615,null,null,13.1,60.3,8.5,73.4
Uttam Nagar,Delhi,28.61913,77.04678,null,null,null,null,null,null
Mulund,Maharashtra,19.12307,72.91273,null,null,null,null,null,null
Palitana,Bhavnagar,21.5313,71.82286,null,null,null,null,null,null
Khamgaon,Maharashtra,20.72046,76.56931,null,null,null,null,null,null
Sitapur,Uttar Pradesh,26.84674,80.88528,null,null,17.9,84.8,8.4,55.3
Solapur,Solapur,17.66663,75.91075,null,null,null,null,null,null
Navin Shahdara,Delhi,28.68378,77.31055,null,null,null,null,null,null
Shalimar Bagh,North West Delhi,28.71935,77.15891,null,null,null,null,null,null
Napier Town,Madhya Pradesh,23.16376,79.94238,null,null,null,null,null,null
Safdarjung Development Area,Delhi,28.61548,77.08774,null,null,null,null,null,null
Ahmednagar,Mh,19.0807,74.73089,null,null,null,null,null,null
Haripal,West Bengal,22.82953,88.11528,null,null,null,null,null,null
Kannamangala,Karnataka,13.02506,77.76128,null,null,null,null,null,null
Loni,Maharashtra,19.11755,73.97591,null,null,null,null,null,null
Thanjavur,Tamilnadu,10.76369,79.12861,null,null,null,null,null,null
Nashik,Maharashtra,19.89147,74.04415,null,null,null,null,null,null
Vadodara,Gujarat,22.30879,73.10742,null,null,11.4,95.9,29.9,72.3
Indore,Madhya Pradesh,22.82687,76.01163,null,null,4.0,96.5,21.9,48.1
Jamnagar,Gujarat,22.45192,70.61565,null,null,2.0,96.5,23.3,50.2
Vijayawada,Andhra Pradesh,16.61014,80.83369,null,null,null,null,null,null
Bhagalpur,Bihar,25.42854,86.58145,null,null,12.8,77.2,11.5,73.0
Karad City,Maharashtra,17.98092,73.80324,null,null,null,null,null,null
Malkangiri,Odisha,20.25157,86.17982,null,null,4.4,90.7,5.7,71.9
Durgapur,West Bengal,23.4975,87.42205,null,null,null,null,null,null
Wakad,Maharashtra,18.53426,74.69484,null,null,null,null,null,null
Vijayawada,Governorpet,17.44196,78.49004,null,null,null,null,null,null
Silvassa,Dadra And Nagar Haveli And Daman And Diu,20.27058,73.00778,null,null,null,null,null,null
Gondavale,Maharashtra,19.57147,74.21205,null,null,null,null,null,null
Mulund West,Maharashtra,19.17551,72.94694,null,null,null,null,null,null
New Mumbai,Maharashtra,19.00582,73.1203,null,null,null,null,null,null
Malad West,Maharashtra,19.47937,73.20118,null,null,null,null,null,null
Adipur,Gandhidham,23.06966,70.08018,null,null,null,null,null,null
Deesa,Gujarat,23.41781,72.36508,null,null,null,null,null,null
Mal Bazar,West Bengal,26.86446,88.74355,null,null,null,null,null,null
Motihari,Bihar,26.6413,84.9218,null,null,null,null,null,null
Kalyan,Maharashtra,19.41801,73.34864,null,null,null,null,null,null
Mukerian,Punjab,31.33259,75.56131,null,null,null,null,null,null
Bhanvad,Gujarat,22.43121,73.12266,null,null,null,null,null,null
Bharatpur,Rajasthan,27.22465,77.47849,null,null,11.3,92.1,12.2,60.8
Maradu,Kerala,9.93781,76.32267,null,null,null,null,null,null
Ambala City,Haryana,30.15489,76.8649,null,null,null,null,null,null
Umerabad,Srinagar Kashmir,34.11205,74.72542,null,null,null,null,null,null
Agroha,Haryana,29.32798,75.62847,null,null,null,null,null,null
Hadapsar,Maharashtra,18.41877,74.09197,null,null,null,null,null,null
Kalyan (west),Maharashtra,19.24104,73.14627,null,null,null,null,null,null
Anandwadi,Maharashtra,19.1572,77.30824,null,null,null,null,null,null
Marthandam,Tamil Nadu,10.15434,77.66377,null,null,null,null,null,null
Darbhanga,Bihar,26.06065,85.85186,null,null,12.7,69.9,10.6,60.8
Saharsa,Bihar,25.88267,86.61207,null,null,16.7,70.4,6.1,65.3
Lucknow,U.p.,26.74857,80.94966,null,null,null,null,null,null
Sangamner,Maharashtra,19.17765,75.00094,null,null,null,null,null,null
Pudukottai,Tamil Nadu,10.37939,78.82195,null,null,null,null,null,null
Dahiwadi,Maharashtra,20.38717,78.13298,null,null,null,null,null,null
Maharajganj,Uttar Pradesh,26.91743,83.73557,null,null,null,null,null,null
Virar,Maharashtra,19.45061,72.80876,null,null,null,null,null,null
Mandya,Karnataka,15.04097,77.76646,null,null,3.8,99.5,39.5,47.0
Miraj,Sangli,18.89444,74.07088,null,null,null,null,null,null
Rajapalaiyam,Tamil Nadu,9.17226,77.86757,null,null,null,null,null,null
Sambalpur,Orissa,21.50531,83.88728,null,null,null,null,null,null
Lucknow,U.p,25.93969,83.56796,null,null,null,null,null,null
Edappally,Kerala,10.0364,76.30227,null,null,null,null,null,null
Chrompet,Tamil Nadu,12.94607,80.13666,null,null,null,null,null,null
Delhi,Dl,28.64873,77.22757,null,null,null,null,null,null
Amahiya,Rewa,24.5432,81.30027,null,null,null,null,null,null
Shyamnagar,West Bengal,23.67607,88.43238,null,null,null,null,null,null
Samalka,New Delhi,28.52969,77.08699,null,null,null,null,null,null
Jalandhar City,Jalandhar,31.29862,75.59424,null,null,null,null,null,null
Royapuram,Tamil Nadu,13.11223,80.29536,null,null,null,null,null,null
Sivakasi,Tamil Nadu,9.45454,77.79561,null,null,null,null,null,null
Trichy,Tamil Nadu,10.95548,78.60434,null,null,null,null,null,null
Dehradun,Dehradun,30.31656,78.03215,null,null,null,null,null,null
Raman,Punjab,30.27453,75.23036,null,null,null,null,null,null
Jaisalmer,Rajasthan,26.9142,70.92561,null,null,5.6,90.0,9.3,44.4
Noida,Delhi/ncr,28.54093,77.36894,null,null,null,null,null,null
Bankura,West Bengal,24.3496,87.7136,null,null,12.0,93.3,22.7,77.0
Kandela,Haryana,29.37771,76.33656,null,null,null,null,null,null
Bambolim,Goa,15.46433,73.85841,null,null,null,null,null,null
Murshidabad,West Bengal,24.10888,88.23265,null,null,3.5,87.0,29.5,77.6
Namakkal,Tamil Nadu,11.187,78.21238,null,null,6.5,100.0,53.7,51.9
Falta,South 24 Parganas,22.27262,88.12386,null,null,null,null,null,null
Mapusa,Goa,15.60012,73.81846,null,null,null,null,null,null
Pandharpur,Solapur,17.66425,75.30753,null,null,null,null,null,null
Kailash Colony,Delhi,28.57647,77.26627,null,null,null,null,null,null
Patna Sadar,Bihar,25.58292,85.0928,null,null,null,null,null,null
Codacal,Kerala,10.8641,75.96938,null,null,null,null,null,null
Mapusa,North Goa,15.60198,73.8063,null,null,null,null,null,null
Numaligarh,Assam,26.59131,93.74949,null,null,null,null,null,null
Model Town Jalandhar,Punjab,31.30692,75.57133,null,null,null,null,null,null
Amalapuram,Andhra Pradesh,16.56828,81.99902,null,null,null,null,null,null
Balrampur,Balrampur,27.41486,82.16334,null,null,null,null,null,null
Pitampura,Delhi,28.69245,77.1168,null,null,null,null,null,null
Kasganj,Uttar Pradesh,27.80579,78.64436,null,null,null,null,null,null
Majgaon,Maharashtra,19.24247,73.13493,null,null,null,null,null,null
Siwan,Bihar,26.19546,84.3447,null,null,15.4,86.4,11.3,53.1
Dadar,Maharashtra,19.02041,72.84894,null,null,null,null,null,null
Mulund (w),Maharashtra,19.17462,72.94237,null,null,null,null,null,null
Hinganghat,Maharashtra,20.54822,78.83569,null,null,null,null,null,null
Baruipur,West Bengal,22.36081,88.43221,null,null,null,null,null,null
Vasai Road West,Maharashtra,19.38892,72.82512,null,null,null,null,null,null
Rajnandgaon,Chhattisgarh,21.09386,81.04021,null,null,6.3,95.5,10.8,58.3
Aizawl,Mizoram,23.68049,92.72514,null,null,24.0,97.4,18.2,31.7
Pachora,Maharashtra,20.66507,75.34425,null,null,null,null,null,null
Chalakudy,Kerala,10.31548,76.33068,null,null,null,null,null,null
Srivilliputhur,Tamil Nadu,10.43799,77.20791,null,null,null,null,null,null
Chandpatti,Bihar,26.63033,85.71027,null,null,null,null,null,null
Panjim,North Goa,15.46032,73.81361,null,null,null,null,null,null
Beed,Maharashtra,20.25293,75.77135,null,null,null,null,null,null
Etah,Uttar Pradesh,27.56206,78.65385,null,null,7.0,76.7,7.5,55.4
Warpora,Jammu And Kashmir,34.25552,74.79006,null,null,null,null,null,null
Ramchandrapur,West Bengal,23.58264,86.80695,null,null,null,null,null,null
Daman,Dadra & Nagar Haveli & Daman & Diu,20.41881,72.83299,null,null,null,null,null,null
Noida,Uttar Pradesh,27.88595,78.4545,null,null,null,null,null,null
Burdwan,West Bengal,23.11743,87.94834,null,null,null,null,null,null
Firozabad,Uttar Pradesh,28.06642,78.62832,null,null,9.2,80.1,10.7,57.1
Calicut,Kerala,11.1721,75.84581,null,null,null,null,null,null
Vellor,Tamil Nadu,12.92314,79.13538,null,null,null,null,null,null
Bhubaneswar,Odisha,20.37991,85.75112,null,null,null,null,null,null
Delhi,Nct Delhi,28.68839,77.11784,null,null,null,null,null,null
Katihar,Bihar,25.56862,87.55639,null,null,22.4,66.9,4.0,68.4
Kurla,Maharashtra,20.06772,74.19815,null,null,null,null,null,null
Whitefield,Karnataka,12.98793,77.65197,null,null,null,null,null,null
New Delhi,Delhi,28.60101,77.18282,null,null,null,null,null,null
Greater Noida,Uttar Pradesh,28.2695,77.93461,null,null,null,null,null,null
Ankleshwar,Gujarat,22.00697,73.04834,null,null,null,null,null,null
Hisar,Haryana,29.18324,75.93681,null,null,8.9,98.2,18.2,63.8
Sultanpur,Uttar Pradesh,26.1083,82.19864,null,null,23.9,87.0,13.0,50.2
Valsad,Gujarat,21.0736,72.33233,null,null,9.3,96.5,16.9,75.7
Surendranagar,Gujarat,22.74198,71.62219,null,null,8.3,85.6,12.2,55.6
Santrampur,Gujarat,21.09199,71.76665,null,null,null,null,null,null
Talaja,Gujarat,23.05078,72.51573,null,null,null,null,null,null
Trivandrum,Kerala,8.50978,76.94998,null,null,null,null,null,null
Udupi,Karnataka,13.3701,74.75259,null,null,7.1,98.9,51.9,47.3
Bilaspur,Chhattisgarh,22.07892,82.14704,null,null,10.4,79.4,19.0,58.5
Giridih,Jharkhand,24.18828,86.30978,null,null,12.0,70.7,10.7,64.7
Angamaly,Kerala,10.19266,76.38547,null,null,null,null,null,null
Savli,Gujarat,22.55912,73.22426,null,null,null,null,null,null
Karimugal,Kerala,9.97135,76.30092,null,null,null,null,null,null
Kotputli,Rajasthan,26.51852,75.41571,null,null,null,null,null,null
Wanaparthy,Telangana,17.24935,80.15202,null,null,3.6,99.0,50.9,58.7
Jalgaon,Maharashtra,20.64292,75.72799,null,null,null,null,null,null
Narsipatnam,Andhra Pradesh,15.16168,77.38383,null,null,null,null,null,null
Muktsar,Punjab,31.07412,74.90278,null,null,6.2,96.4,18.6,61.0
Shahdol,Madhya Pradesh,23.24891,79.39399,null,null,9.2,85.6,9.3,56.4
Lucknow,Gomtinagar,25.30546,82.98256,null,null,null,null,null,null
Chuttipara,Kerala,9.26713,76.78876,null,null,null,null,null,null
Mahasamund,Chhattisgarh,21.12465,82.07705,null,null,5.5,92.9,10.2,63.0
Supaul,Bihar,25.54809,85.93666,null,null,12.1,80.4,3.7,60.7
Tambaram West,Tamil Nadu,12.92584,80.11247,null,null,null,null,null,null
Aam Choumpra,Madhya Pradesh,23.33061,75.03572,null,null,null,null,null,null
Gadarwara,Madhya Pradesh,23.18883,77.46584,null,null,null,null,null,null
Vapi,Gujarat,20.73988,72.84808,null,null,null,null,null,null
Sundakkamuthur,Tamil Nadu,9.92016,78.09538,null,null,null,null,null,null
Deoghar,Jharkhand,24.40072,86.59029,null,null,11.1,61.3,7.8,70.2
Sikar,Rajasthan,27.48156,75.08121,null,null,10.3,95.8,17.2,44.0
Akola,Maharashtra,20.70545,77.0186,null,null,null,null,null,null
Shahjahanpur,Uttar Pradesh,27.51451,80.47024,null,null,6.4,63.3,8.6,60.3
Tadepalli,Andhra Pradesh,16.4795,80.61568,null,null,null,null,null,null
Abrama,Gujarat,20.91064,70.36249,null,null,null,null,null,null
Sampatchak,Bihar,25.5899,85.15719,null,null,null,null,null,null
Mettupalayam-coimbatore,Tamil Nadu,11.07823,76.94098,null,null,null,null,null,null
Sanctoria,West Bengal,23.70622,86.82803,null,null,null,null,null,null
Farrukhabad,Uttar Pradesh,26.82696,79.99551,null,null,7.7,69.3,10.0,56.9
Thrippunithura,Kerala,9.94995,76.34476,null,null,null,null,null,null
Kharod,Gujarat,21.54736,73.00391,null,null,null,null,null,null
Solur,Karnataka,13.07299,77.22414,null,null,null,null,null,null
Beawar,Rajasthan,26.09348,74.3105,null,null,null,null,null,null
Kulashekara,Mangalore,12.88413,74.88176,null,null,null,null,null,null
Bhayandar East,Maharashtra,19.31666,72.85649,null,null,null,null,null,null
Nungambakkam,Tamil Nadu,13.04205,80.2126,null,null,null,null,null,null
Bargarh,Odisha,21.34252,83.6107,null,null,5.1,99.6,29.5,62.6
Thuraiyur,Tamil Nadu,12.84686,78.97462,null,null,null,null,null,null
Amroli,Gujarat,23.05369,72.5473,null,null,null,null,null,null
Charkhi Dadri,Haryana,28.84588,76.27238,null,null,11.1,98.9,14.2,72.6
Bulandshahr,Uttar Pradesh,28.08942,78.31682,null,null,5.1,83.5,17.0,52.0
Shoranur,Kerala,10.7571,76.26953,null,null,null,null,null,null
Warora,Maharashtra,20.23461,79.01276,null,null,null,null,null,null
Sargasan,Gujarat,23.20541,72.62082,null,null,null,null,null,null
Lamtaput,Odisha,18.59958,82.60204,null,null,null,null,null,null
Kharar,Punjab,30.74572,76.65555,null,null,null,null,null,null
Dehri On Sone,Bihar,24.90765,84.18459,null,null,null,null,null,null
Borivali East,Maharashtra,18.39723,74.53996,null,null,null,null,null,null
Vidisha,Madhya Pradesh,23.53,77.82001,null,null,5.9,90.6,7.5,38.5
Palamu,Jharkhand,24.03748,84.06374,null,null,13.8,74.9,15.8,61.0
Talod,Gujarat,23.06361,73.28609,null,null,null,null,null,null
Podanur,Tamil Nadu,10.93433,76.99409,null,null,null,null,null,null
Tarakeswar,West Bengal,22.87708,88.0189,null,null,null,null,null,null
Vagator,Goa,15.59942,73.74573,null,null,null,null,null,null
Thachottukavu,Kerala,8.55334,76.96216,null,null,null,null,null,null
Kuchaman City,Gujarat,22.343,73.20078,null,null,null,null,null,null
Maddur,Karnataka,12.59079,77.04573,null,null,null,null,null,null
Sirsi,Karnataka,14.6181,74.83075,null,null,null,null,null,null
Balasore,Odisha,21.63749,86.86348,null,null,null,null,null,null
Kolkota,West Bengal,22.5447,88.38218,null,null,null,null,null,null
Hiranagar,Jammu And Kashmir,32.47777,75.30791,null,null,null,null,null,null
Neem Ka Thana,Rajasthan,27.74142,75.78078,null,null,null,null,null,null
Varkala,Kerala,8.75367,76.70937,null,null,null,null,null,null
Ahmedabad,Gj,23.03804,72.57706,null,null,null,null,null,null
Kalpakancheri,Malappuram,10.92654,75.99726,null,null,null,null,null,null
Jagraon,Punjab,30.80322,75.47652,null,null,null,null,null,null
Kosamba,Gujarat,21.23564,72.85576,null,null,null,null,null,null
Madinaguda,Telangana,17.49511,78.33699,null,null,null,null,null,null
Vrindavan,Uttar Pradesh,27.57249,77.67852,null,null,null,null,null,null
Varanasi,Sigra,25.30964,82.99126,null,null,null,null,null,null
Aundh,Pune,18.56056,73.81181,null,null,null,null,null,null
Balurghat,West Bengal,22.30629,87.30161,null,null,null,null,null,null
Khekra,Uttar Pradesh,27.90545,77.74451,null,null,null,null,null,null
Sambhal,Uttar Pradesh,28.46653,78.782,null,null,8.5,74.2,8.1,51.3
Andheri East,Maharashtra,19.12252,72.88689,null,null,null,null,null,null
Isapur,Uttar Pradesh,26.87819,80.91918,null,null,null,null,null,null
Freeganj,Madhya Pradesh,23.17202,75.79475,null,null,null,null,null,null
Kalyani,Nadia,22.97397,88.45598,null,null,null,null,null,null
Malom Tuliyaima,Manipur,24.71719,93.94176,null,null,null,null,null,null
Nacharam,Telangana,17.4328,78.55386,null,null,null,null,null,null
Islampaty Nagaon,Assam,26.34745,92.66356,null,null,null,null,null,null
Nallasopara,Maharashtra,19.41614,72.8219,null,null,null,null,null,null
Goregaon (e),Mumbai,19.16647,72.85781,null,null,null,null,null,null
South Goa,Goa,14.94289,74.0685,null,null,7.2,100.0,39.4,37.6
Bhinmal,Rajasthan,24.99699,72.26329,null,null,null,null,null,null
Mumbra,Thane,19.16293,73.02914,null,null,null,null,null,null
Hyderabad,Andhra Pradesh,17.18558,78.66776,null,null,null,null,null,null
Madurai,Tamil Nadu,10.02752,78.1742,null,null,8.7,100.0,43.8,48.0
Aurangabad,Maharashtra,19.83619,75.18268,null,null,null,null,null,null
Parola,Maharashtra,19.401,74.94463,null,null,null,null,null,null
Chhatrapati Sambhajinagar,Maharashtra,19.39336,75.09508,null,null,null,null,null,null
Tirunelveli Junction,Tamil Nadu,11.03447,76.97932,null,null,null,null,null,null
Berhampore,West Bengal,24.02598,88.26053,null,null,null,null,null,null
Deur Bk.--,Dhule,21.00797,75.55511,null,null,null,null,null,null
Bhimavaram,Andhra Pradesh,15.99056,80.97846,null,null,null,null,null,null
Beas,Punjab,31.51722,75.28853,null,null,null,null,null,null
Baranagar,West Bengal,22.58629,88.35863,null,null,null,null,null,null
Satna,Madhya Pradesh,23.95559,79.18578,null,null,9.1,85.5,8.8,57.3
Serampore,West Bengal,22.75274,88.33841,null,null,null,null,null,null
Satara,Maharashtra,18.55354,74.37336,null,null,null,null,null,null
Anchal,Kollam,10.06484,76.62706,null,null,null,null,null,null
Sangli,Maharashtra,16.83765,74.56252,null,null,null,null,null,null
Kuttalam,Tamil Nadu,9.3546,77.91827,null,null,null,null,null,null
Diamond Harbour,West Bengal,22.19766,88.19119,null,null,null,null,null,null
Pondicherry,Puducherry,11.84006,79.69281,null,null,null,null,null,null
Tenkasi,Tamil Nadu,10.58952,78.13074,null,null,null,null,null,null
Jorhat,Assam,26.66683,93.55675,null,null,10.4,96.5,44.4,71.8
Basaveshwaranagar,Karnataka,12.99794,77.54048,null,null,null,null,null,null
Madhubani,Bihar,25.94384,85.57327,null,null,17.7,73.7,13.2,61.4
Dhampur,Uttar Pradesh,27.15804,80.531,null,null,null,null,null,null
Varanasi,U.p.,25.30593,82.99644,null,null,null,null,null,null
Belgaum,Karnataka,15.54859,74.84293,null,null,5.5,97.5,24.2,52.9
